wavelength,Baseline 100%T,empty_1,empty_2_1,empty_2_2,empty_2_3,empty_2_4,empty_2_5,empty_2_6,empty_2_7,empty_2_8,empty_2_9,empty_2_10,empty_2_11,empty_2_12,empty_2_13,empty_2_14,empty_2_15,empty_3_1,empty_3_2,empty_3_3,empty_3_4,empty_3_5,VG05_1_1,VG05_1_2,VG05_1_3,VG05_1_4,VG05_1_5,Baseline 100%T.1,empty_4_1,empty_4_2,VG09-12_1_0,VG09-12_1_2,VG09-12_1_4,VG09-12_1_6,VG09-12_1_8,VG09-12_1_10,VG09-12_1_12,VG09-12_1_14,VG09-12_1_16,VG09-12_1_18,VG09-12_1_20,VG09-12_1_22,VG09-12_1_24,VG09-12_1_26,VG09-12_1_28,VG09-12_1_30,VG09-12_1_32,VG09-12_1_34,VG09-12_1_36,VG09-12_1_38,VG09-12_1_40,VG09-12_1_42,VG09-12_1_44,VG09-12_1_46,VG09-12_1_48,VG09-12_1_50,empty_5_1,empty_5_2,empty_5_3,empty_5_4,empty_5_5
1775,0.05489972591,0.9967381287000001,0.9947875976999999,0.9929995728000001,0.9924274445000001,0.9927274323,0.9925663757,0.9931777191000001,0.9935417175000001,0.9936986541999999,0.9936951447,0.9942732239000001,0.9943821716,0.9949134064,0.9951919556,0.9971820067999999,0.9960887146,1.000316849,1.0006457519999998,1.000757065,1.001592255,1.001691208,0.5319662094000001,0.5323624039,0.5328033447,0.5328952789,0.5330781174,0.055321230889999996,1.000381851,1.001054306,1.001492844,0.874571228,0.5202879333,0.5139870453000001,0.520696106,0.5226580048,0.5267498398,0.5264971924,0.5716373444,0.5353144836,0.5350645828,0.5349811172,0.5346199416999999,0.5350574112,0.5357450867,0.5360091782,0.5365864563,0.5366806411999999,0.5370110703000001,0.5374813079999999,0.5172718048,0.49191291810000004,1.005397568,1.008597412,1.009793777,1.0103916929999999,1.0112412259999999,1.011372833,1.011569138,1.0115673829999998,1.011826172
1765,0.056586904529999996,0.9966976929000001,0.9949494934,0.9930285644999999,0.9923229980000001,0.9925401306,0.9923915863,0.9931005096,0.9932525635,0.9935901642,0.9939161682,0.9941381836,0.9942215729,0.9948795319,0.9950687408000001,0.9971460724000001,0.9961698151,1.000276108,1.000489197,1.000754089,1.001109238,1.001377716,0.5320754242,0.532165184,0.5324655914,0.5325747299,0.5328475952,0.05700670719,1.000620575,1.001227646,1.001282959,0.8750523376,0.5195458984,0.5140073395,0.5206223297,0.522183342,0.5265705109000001,0.5259144974000001,0.5716123581,0.5353261948,0.5349396895999999,0.5347682953,0.5344239426,0.5352122116,0.5360673141,0.5358562469,0.5364519882,0.5365784073,0.5370317078,0.5375138474,0.5173880385999999,0.4913514709,1.0052733609999998,1.008587952,1.010112381,1.010448074,1.011166229,1.0113002009999998,1.0118516540000002,1.0117223359999998,1.012027512
1755,0.05852805138,0.9966156769,0.9947814178000001,0.9938562774999999,0.9921146393,0.9924312592,0.9925779724,0.9930814362,0.9933247375,0.9934454346,0.9939440918,0.9940412902999999,0.9943684387,0.9947412872,0.9951845550999999,0.9957660675,0.9961200714,1.000048676,1.000573883,1.0008386230000001,1.001166077,1.001464691,0.5318981934,0.5321147919,0.5322142792,0.532562027,0.5328658295,0.05896615982,1.000625992,1.0010926820000001,1.001497498,0.8753372192000001,0.5188470459,0.5138312149,0.52008255,0.5218647766,0.5262163925,0.5255088806,0.5716031265,0.5353144836,0.5349779129000001,0.5349778366,0.5342477036,0.5350966643999999,0.5358354568,0.5356141281,0.5361861038,0.5362865448,0.5368132782,0.5371274948,0.5171229172,0.4915486145,1.0056268309999998,1.008867874,1.0099834440000002,1.010426254,1.0111054990000001,1.011549683,1.011773911,1.011923294,1.011948853
1745,0.06037975311,0.9965521240000002,0.9946992493000001,0.9937982178,0.9921800232,0.992514801,0.9923728943000001,0.9927592468,0.9931482697,0.9934426116999999,0.9939753723,0.9941082764,0.9942001343,0.9947739409999999,0.9949948120000001,0.9955848693999999,0.99615242,0.9999328613,1.000621643,1.000972519,1.001229782,1.001656265,0.5318295288,0.5320724869,0.5322854614,0.5325057602,0.5328699493,0.06083665848,1.000456085,1.000732574,1.0011194609999998,0.875348587,0.5185038376,0.5132291794,0.5194245529,0.5212102509000001,0.5263312912,0.5253570557,0.5714206696,0.5349566269,0.5347128677,0.5346173096,0.5339165878,0.5347845459,0.5355789566,0.535678978,0.5363518523999999,0.5360307693,0.5364973068,0.5371376419,0.5169025039999999,0.4910585785,1.005181808,1.008797531,1.010064697,1.01009819,1.011155472,1.011323776,1.0115864559999999,1.0118050379999999,1.011863022
1735,0.06230379105,0.9967716217,0.9949613190000001,0.9934646605999999,0.9924494934000001,0.9925378417999999,0.9924287415,0.9930178833,0.9931224059999999,0.9935760498,0.994021759,0.9941336823,0.9945954895,0.9948126221,0.9952595519999999,0.9959021759,0.9963116455,1.000245819,1.000611877,1.0008307650000001,1.0012973790000002,1.0020660399999999,0.5318853378,0.5320846558,0.5324174881,0.5324863052,0.5327219391,0.06277964115,1.000677338,1.001025467,1.0013751979999999,0.8755799865999999,0.5186854172,0.5131985473999999,0.518751564,0.5206949614999999,0.5264365005,0.5252022552,0.5711699295,0.5347755051,0.5346999359,0.5346971893,0.5340203476,0.5347122574000001,0.5352865601,0.5359025574,0.5359445953,0.5363089371,0.5367092514,0.5369898605,0.5167548752,0.49141780850000005,1.005340195,1.0088554379999999,1.010011673,1.010300751,1.011332245,1.011411209,1.011607208,1.011825714,1.011643295
1725,0.06429243088,0.9964595032,0.9945701599,0.9932363891999999,0.9920453644,0.9921127319,0.9920531464,0.9927626037999999,0.9931339264000001,0.9933604431,0.9937052155,0.9938868713,0.9942774200000001,0.9946337891,0.9949499512,0.9954753876,0.9959285736,1.000110168,1.000530243,1.000824814,1.001326218,1.001766434,0.5317353058,0.531989975,0.5319912338,0.5322268677,0.5326613617,0.06477949142,1.000417328,,1.001080475,0.8754232025,0.5194212723,0.511920166,0.5178873062,0.5198935318,0.5260187912,0.5248059464,0.570925293,0.5347769928,0.5342692184,0.5342373276,0.5340445709,0.5345589447,0.5352616119,0.5351199341,0.5354747008999999,0.5359637833,0.5362372589000001,0.5368423461999999,0.5163465881,0.4914135742,1.0051284790000001,1.00860939,1.009881134,1.0102696230000001,1.0112325290000002,1.011218567,1.011590118,1.01171196,1.011804352
1715,0.06631819248,0.9965631104,0.9945661163,0.993558197,0.9921356201,0.9918323517000001,0.9922232056,0.9928635405999999,0.9931930542,0.9933055115,0.9935546112,0.9939260864,0.994294281,0.9946784973,0.9949767303,0.9956434631000001,0.9962033844,1.000407791,1.000552444,1.000931396,1.001320572,1.0018018340000001,0.5314806747,0.5317664337,0.5321155167,0.5323474503,0.5324880981,0.06681864738,1.0006271359999999,,1.001177444,0.8758940887,0.5190024948,0.5111983871,0.5164431763,0.5191155243,0.5253868866,0.5247319412,0.571002121,0.5346437836,0.5343619537,0.5343325806,0.5337567902,0.5343400192,0.5351933289,0.5354297256,0.5355442047,0.5360186004999999,0.5363153839,0.5366237259,0.5162692261,0.49128963470000003,1.005251312,1.008505707,1.0099258420000001,1.010091171,1.0111991120000001,1.011407013,1.01162323,1.011845245,1.0117654420000002
1705,0.0684224987,0.9964225768999999,0.9944303894,0.9931211853,0.9919053649999999,0.9918095398,0.9921301269999999,0.9925538635,0.9929358673,0.9929817963,0.9933998108000001,0.9937629699999999,0.9942574309999999,0.9945031738,0.9950115204,0.9954627227999999,0.9958422089,1.0001331329999998,1.000387802,1.000716476,1.0011342619999999,1.0015940859999999,0.5313685608000001,0.5315530396,0.5319132233,0.5321225357,0.5324624252,0.06893417358,1.0005423740000001,,1.0012490840000001,0.8756743622000001,0.5177212905999999,0.5116351318,0.517005806,0.5191843414,0.5250704956,0.5247529602000001,0.5708101273,0.5346178436,0.5339662933,0.534001236,0.5336336517,0.5343480682,0.5350093842,0.5354600525,0.5354994583,0.535618248,0.5361866379,0.5365082169000001,0.5159903717000001,0.4912699127,1.005058975,1.008404617,1.0097543329999998,1.0101816559999999,1.01088295,1.0111346440000002,1.011348724,1.011608963,1.011631012
1695,0.07055514336,0.9964426422,0.9945063019,0.9927822876000001,0.9918399048000001,0.9916782379,0.9920952606,0.9924675750999999,0.9930348969,0.9929909514999999,0.9933945464999999,0.9937263489,0.9940414429000001,0.9944508362000001,0.9949521637,0.9955117035000001,0.9959117126,0.9999598693999999,1.000317078,1.000562286,1.0008949280000001,1.001693954,0.5314652252,0.5314553833,0.5316843414,0.5319623947000001,0.5321992493,0.07107063292999999,1.000544662,,1.0012378690000001,0.8757871246000001,0.5182738875999999,0.5107123184,0.5156972504,0.5182125092,0.524875946,0.5246076584,0.5704756546,0.5343812561,0.5340058136,0.5340769196,0.5333570099,0.5342556381,0.5348262787,0.5352124405,0.5352127074999999,0.5355208588,0.5360550307999999,0.5364375686999999,0.5157839203000001,0.4910369492,1.005183792,1.008355713,1.010087585,1.0101148990000002,1.0110031130000001,1.011087646,1.01135788,1.011516724,1.011615372
1685,0.07275558949,0.9964518738,0.9948742676000001,0.9924540709999999,0.9920409393,0.9917006682999999,0.9920091248,0.9926364136,0.9929550171,0.9931456756999999,0.9935137939,0.9937874603,0.9941951752,0.9943965912,0.9948683167,0.9954349518,0.9960514068999999,0.9999219513,1.000414505,1.000674515,1.0010706329999999,1.001910553,0.5313125229,0.5314651871,0.5318249893,0.5319222641,0.5320743179,0.07329968929,1.00041214,,1.00101265,0.8755636597,0.5173727798000001,0.5107538223,0.5157567215000001,0.5183261108,0.5244870758,0.5243783569,0.5702868652,0.5341672134000001,0.5339336395000001,0.5335857773,0.5333026123,0.5338793564000001,0.5344405746,0.5345008469,0.5350682068,0.5354166030999999,0.5356852341,0.536061821,0.5153989792,0.4910587692,1.005087891,1.008161697,1.009895172,1.0098563390000002,1.0107318120000002,1.011001129,1.0112033079999998,1.011401215,1.011570435
1675,0.07502149105,0.9962096404999999,0.9942705535999999,0.992104187,0.9915503693,0.991447525,0.9916883086999999,0.9924536132999999,0.9927075195,0.9927810669,0.9932053375,0.9936523438,0.9939910126,0.9940951538,0.9947077942,0.9951981354,0.9954792786,0.9997190094,1.000141983,1.0004306029999999,1.0008322139999999,1.001573334,0.5309717178,0.5311791992,0.5313664627,0.5317668915,0.5317856216,0.07556045055,1.000362549,,1.0011340329999998,0.8758534241,0.5172951889,0.5097339249,0.5151804733,0.5182978439,0.5238715363,0.5244067764,0.5702132034,0.5341862869,0.5337340927,0.5337728882,0.5329410934,0.5339508057,0.5342445374,0.5347853851,0.535148735,0.5352072144000001,0.5356270598999999,0.5360517502,0.5151102448,0.49116645810000004,1.0050461579999999,1.007984772,1.0097626499999999,1.009836655,1.010593262,1.01096199,1.011098175,1.0113856509999999,1.0115102390000001
1665,0.07730372906,0.9962314606,0.9942669678,0.9918068695,0.9916333007999999,0.9914832306,0.9918878937,0.9922887421,0.9927355957,0.9926699066000001,0.9930207824999999,0.993588562,0.9937461853,0.9941580963,0.9945762634,0.9951699829,0.9955369568000001,0.9997766876,0.9999107361,1.000416641,1.000753632,1.001418686,0.5307998657,0.5310150527999999,0.5311550522,0.5316027451,0.5318749618999999,0.07784198283999999,1.0005129240000001,,1.0011505129999998,0.875851593,0.5171131515999999,0.5094434738,0.5143291855,0.5176638794,0.5235124969,0.5241713715,0.5701862717,0.5337952423,0.5337916564999999,0.5335804748999999,0.5330263518999999,0.5337781143,0.5339925766,0.5345686722,0.5349136734,0.535138855,0.5355146408,0.5359578705,0.5150894547,0.49121315000000004,1.004803772,1.0081353,1.009986267,1.010035172,1.010658951,1.0109213259999998,1.011245117,1.011350021,1.011605377
1655,0.07968396664,0.996312561,0.9943701935,0.9921208953999999,0.991561203,0.9915151215,0.9919252776999999,0.9924127197,0.9928714752000001,0.9930187988,0.9932095337,0.9936045837,0.9937484741,0.9942429352000001,0.9947731018,0.9951832581,0.9955062866,0.9997941589,0.999876709,1.000366364,1.000819702,1.0012085720000001,0.5307370377,0.5309471511999999,0.5310040283,0.5313916779,0.5318240356,0.08023984909,1.0004396059999998,,1.0012982940000001,0.8759509276999999,0.5167592239,0.5092515182,0.5138068771,0.5173443604,0.5231382751,0.5238714218,0.5700029755,0.53399189,0.5335559845,0.5336266708,0.5328801727,0.5335826874,0.5340531921,0.5343309784,0.5347380066,0.5351484299,0.5354188156,0.5357945633,0.5149576187,0.4914058304,1.004775314,1.008213501,1.0098249049999999,1.009899597,1.010727615,1.0110170749999998,1.0113046259999998,1.011551056,1.011539307
1645,0.08206851959,0.9961370087,0.9942099762,0.9923535918999999,0.9915792084,0.9913986968999999,0.9919669342,0.9923596191,0.9927954864999999,0.9927893066,0.9930054474000001,0.9937269592,0.993650589,0.9942132568,0.994529953,0.9949861145,0.9954714966,0.9996490479000001,0.9999256897,1.000377502,1.0008174129999998,1.001235962,0.5305870818999999,0.5308905792,0.5310585022000001,0.5312707901,0.5315666199,0.08264194489,1.000543213,,1.001240463,0.8759063721,0.5163779831,0.5089163971,0.5134038925,0.5172648621,0.5227213669,0.523600235,0.5697839355,0.5336616516,0.5332334517999999,0.5333441544,0.5327894211,0.5333950043,0.5338079834,0.5342522430000001,0.5345705795,0.5348479079999999,0.5351358032,0.5356952667,0.5147107697,0.4915486526,1.0048807530000001,1.008172836,1.009879456,1.009953613,1.0107767490000001,1.010866318,1.01108345,1.0112947079999999,1.0114317320000001
1635,0.08448400497,0.9961808014,0.9940501404,0.9917927551,0.9916790770999999,0.9914900208,0.9919562531,0.9924109649999999,0.9928627777,0.9928849792,0.9932059479,0.9936408233999999,0.9937055206,0.9941621399,0.9945617676,0.9950988769999999,0.9953901672000001,0.9995680237000001,0.9997299957,1.000326309,1.000670166,1.0010562900000002,0.5304896927,0.5306756592,0.5307847214,0.5310619354,0.5313004303000001,0.08506462097,1.000446091,,1.001163712,0.8758432007,0.5159109879,0.5083938217,0.5130404282,0.5171297073000001,0.5222578049,0.5233603286999999,0.5697305679,0.5336754989999999,0.5332972336,0.5332682037,0.532517128,0.5332443619,0.5339929581,0.5342063904,0.5345674896,0.5347498703,0.5350071716,0.5355088806,0.514307785,0.4915253067,1.004738541,1.008082886,1.009565735,1.0099023440000001,1.010800934,1.0108926390000001,1.011155624,1.011266251,1.0115058140000002
1625,0.08693713188,0.9960092163,0.9939383698,0.9916687012,0.9915830231,0.9912175751,0.9916086578,0.9922664642,0.99256073,0.9926795959,0.9930483246,0.9933521271,0.9935006714,0.9939601134999999,0.9945178986000001,0.9949313354,0.9953382111000001,0.9994227600000001,0.9997990417,0.9999927520999999,1.000662537,1.000873108,0.5301968002,0.5304105759,0.5306577682,0.5308901596,0.5311675644,0.08752092361000001,1.0003676609999999,,1.001052475,0.8758392334,0.5155206299,0.5079576492000001,0.512548027,0.5168721771,0.5219445038,0.5230009079,0.5694492339999999,0.5334886169,0.5329844284,0.5331298828,0.5323965453999999,0.5331070327999999,0.5337108231,0.5340619659,0.5342753601,0.5345542526,0.5348558426000001,0.5352920151,0.5140808868,0.4916112518,1.004807129,1.008113022,1.009375229,1.0097219090000003,1.01047493,1.010739899,1.011209488,1.011215439,1.01137207
1615,0.08941196442,0.9961486816,0.9939280701,0.9915409851,0.9915563964999999,0.991292572,0.9918042755,0.9921833038,0.9924565887,0.9925956725999999,0.9931730652,0.9932852936000001,0.9935409545999999,0.9939257049999999,0.9945121002,0.9948952484,0.9953999329,0.9994156647,0.9997021483999999,1.000042572,1.00057663,1.001016617,0.5300193405,0.5304070663,0.5305714417,0.5307369995,0.5308976745999999,0.09001657486,1.0005075840000002,,1.001059036,0.8757793427,0.5152378845,0.5074440384,0.5120288849,0.5167525481999999,0.5215952301,0.5225876999,0.5694787979,0.533427887,0.5329012299,0.5329983139,0.5321701813,0.5329996872,0.5336552811,0.5339919281000001,0.5342376328,0.5344007492,0.5347943115,0.5352008438,0.513914032,0.4913495636,1.00456955,1.0080397030000001,1.0095219420000001,1.009772034,1.010668411,1.010763397,1.0110504909999998,1.0111327359999998,1.0113510129999999
1605,0.09192279816000001,0.9963214111,0.9939498901,0.9914556122,0.9916226196,0.9912699127000001,0.9916548157,0.9923104858,0.9925721741,0.9925878143,0.9930898285,0.9932256317,0.9934996033,0.9940481567,0.9944057465,0.9949713898,0.9953549194,0.9994128418,0.9997459412,1.0000958249999998,1.000643463,1.0008010859999998,0.5299851990000001,0.5302106857,0.530452919,0.5306937027,0.530920372,0.09253551482999998,1.000524673,,1.001217346,0.8758174133,0.5149367905,0.5070873642,0.5116780853,0.5167792892,0.5213873291,0.5222151184,0.5692798615,0.5333271026999999,0.5328074646000001,0.5329369736,0.5320546722,0.5329598618,0.5336653136999999,0.5338677216,0.5341199493,0.5342004776,0.5346715546,0.5350294113,0.5138283538999999,0.49132789610000005,1.0046509549999998,1.00819603,1.009485931,1.009932632,1.010650482,1.0108646390000002,1.011274567,1.011231308,1.011528473
1595,0.09448935509,0.9960102081,0.9938401030999999,0.9911276245,0.9914756775,0.9910605621,0.9915210724000001,0.9919719696,0.9923898314999999,0.9926531219,0.992986145,0.9931224823,0.9933330536,0.9938848114,0.9944034576,0.9948245239000001,0.9952670288000001,0.9991736603,0.9995518494,1.000059738,1.000366898,1.000693665,0.5299004745,0.5300992584,0.5301977539,0.5305235291,0.5307018661,0.09511091232,1.00041748,,1.001156006,0.8759668732,0.5144097137,0.5068966675,0.5112963867,0.516811142,0.5212346268,0.5218254471,0.5689036179,0.5333552933,0.5329087448,0.5330818176,0.5322675705000001,0.532990036,0.5335354233,0.5339567184,0.5343566132,0.5344911194,0.5348268127,0.5352788544,0.5135016632,0.4914347839,1.004547729,1.008257141,1.009565201,1.009771805,1.010619507,1.010779495,1.011020279,1.011219864,1.011387558
1585,0.09708450317,0.9960427094000001,0.9936931609999999,0.9910527802,0.9912308502,0.9911611175999999,0.9913226317999999,0.9919845581,0.9923648071,0.9924444579999999,0.9930018615999999,0.9930091858,0.9932880402,0.9939214325000001,0.9943321991,0.9946121216,0.9951995087000001,0.9992687225,0.9996600342,0.9999058533,1.0001953890000002,1.00056366,0.5298110199,0.5300169754,0.5302817917,0.5304753876,0.5307379913,0.09771634102,1.000280533,,1.001104813,0.8760964203,0.514114151,0.5061818314,0.5107898712,0.5170870972,0.5210064697,0.5217692184,0.5685447311,0.5332762527,0.5327960968,0.5329874039,0.532001152,0.5329724503,0.5335783386,0.5338807677999999,0.5342373276,0.5343206406000001,0.5347196579,0.5351281738,0.5133112717,0.49139358520000004,1.004589996,1.008210297,1.009362793,1.009797821,1.0106649779999999,1.010860825,1.01110672,1.011204147,1.011426773
1575,0.09970747948,0.9959251404,0.9937301636,0.991155777,0.9911071013999999,0.9909957885999999,0.9914163971000001,0.9918827057,0.9923606873,0.9924363708,0.9928616333,0.9930226135,0.9931983185,0.9937100983,0.9941909027,0.9946141815,0.9951365662,0.999132843,0.9995977783,0.9997422790999999,1.000196915,1.0006036379999999,0.5297350311,0.5299272537,0.5302471542,0.53047966,0.530680542,0.10036138530000001,1.00030304,,1.0008897399999999,0.8759439086999999,0.5137665176,0.5056885529,0.5103831863,0.5168843079,0.5209238052,0.5215513611,0.5678585815,0.5330635834,0.53254879,0.5327968597,0.5318211746,0.5326515579,0.5334444809,0.5335566329999999,0.5340919495,0.5340457535,0.5343702316000001,0.5349501419,0.513049202,0.491267662,1.004515305,1.008117523,1.009298172,1.00970314,1.010407104,1.010643616,1.0108890529999999,1.0110539250000001,1.011700363
1565,0.10238560680000001,0.9959509276999999,0.9935681152,0.9910891723999999,0.9911811829,0.9909701538,0.991431427,0.9918859863,0.9922244263000001,0.99227005,0.9927949524,0.9928766632,0.9931990050999999,0.9937819672,0.9941036986999999,0.9945812225,0.9950827789000001,0.9990213013,0.9995440674,0.9996556091,1.000051346,1.000388184,0.5295946503,0.5297254944,0.529905014,0.5301103591999999,0.5304462814,0.1030400467,1.000347977,,1.00103035,0.8760202789,0.5134169388000001,0.5051490021,0.5099801253999999,0.5169224167,0.5208334351,0.5211376572,0.5674406433,0.5328561783,0.5323744965,0.5325108337000001,0.53158535,0.5325813293,0.5330705643,0.5333368682999999,0.5336449814,0.5339609909,0.5342725372,0.5347054672,0.5129389191,0.49139099119999996,1.004563904,1.008240967,1.0092923740000002,1.009671097,1.0106637569999999,1.010647736,1.011024475,1.011134491,1.011475677
1555,0.1050679207,0.9958872223,0.9933965302,0.9909208679,0.9908016205,0.9908655548,0.9912538909999999,0.991856308,0.9920700073000001,0.9921543121,0.9928065491,0.9928730011,0.9931523895,0.9936275482000001,0.9941674041999999,0.9947559357,0.995047226,0.9991864013999999,0.9996329498000001,0.9997402191,1.000008545,1.000380249,0.5293838882,0.5295870209,0.5298372650000001,0.5301896286000001,0.5301596069,0.1057299042,1.000381699,,1.00109375,0.8759445190000001,0.5129109573,0.504876442,0.5096339417,0.5167396164,0.5209085846,0.5209168625,0.5670830154000001,0.5326609802,0.5322823334,0.5325623703,0.5314357758,0.5323154831,0.5329572678000001,0.5333238982999999,0.5335067368,0.5337711716,0.534279747,0.5345686722,0.5127022171,0.4915076828,1.0045609279999999,1.008352661,1.009406815,1.009880447,1.01064476,1.010709076,1.0110594179999999,1.0111975859999998,1.01167366
1545,0.1077932835,0.9957535553,0.9932595825,0.9909276581,0.9907697296000001,0.9907581329,0.9913467407000001,0.9917177582,0.9920936584000001,0.992240448,0.9926467896,0.9928358459000001,0.9932545471,0.9936743927,0.9939410399999999,0.9947963715,0.9948720551,0.9992725372,0.9993260956000001,0.9997344971,1.000026245,1.000337982,0.5293003464,0.5295440674,0.5297110748,0.5299475861,0.5301004028,0.1084628582,1.0004510500000001,,1.0010633850000001,0.8759156799,0.5124133682,0.504696846,0.5093576813,0.5164096832,0.5208899307,0.5208973312,0.5669914627,0.5326286697,0.532305603,0.5322981644,0.5312511444,0.5324420929,0.5328225327,0.5331587219,0.5332569504,0.5336874008,0.5341603851,0.5344884490999999,0.5124472427,0.49138679499999993,1.004652405,1.008139877,1.009373093,1.009818802,1.010694962,1.0108180240000002,1.0110807800000001,1.0112861629999998,1.0116938020000001
1535,0.1105467129,0.9958538054999999,0.9931416321000001,0.9908854675000001,0.990668869,0.9908081055,0.991145401,0.9916173553000001,0.99195961,0.9920252227999999,0.9924993896,0.9927416992000001,0.9930598449999999,0.9935276031,0.9940654755,0.9945886993,0.9948077393,0.9991372681,0.9991731262000001,0.9994003295999999,0.9999771117999999,1.000679703,0.5290461349000001,0.5293444824,0.5295200348,0.5298356247,0.529874382,0.1112152767,1.0005957790000002,,1.001169815,0.8763858032,0.5122547150000001,0.5038703537,0.5091275406,0.5166130066,0.5206705475,0.5207606506,0.5666262054,0.5325039672999999,0.5321290588,0.5321080016999999,0.5312569809,0.532165451,0.5327155685,0.5329813385,0.5331381607,0.53348629,0.5340781403,0.5343664932,0.5121687698,0.4913679123,1.004536591,1.0080766300000001,1.009458542,1.009803314,1.010693283,1.011036301,1.0112046049999999,1.011299133,1.0116721340000001
1525,0.1133186913,0.9957021331999999,0.9928339386,0.990971756,0.9905165100000001,0.9906546783,0.9910585021999999,0.9914839172000001,0.991892395,0.9918819427,0.9923646545,0.9926091003,0.9928465271,0.9932563019,0.9937773894999999,0.9944702911000001,0.9946411132999999,0.9990169525,0.9990493774,0.9993870544000001,0.9997955322,1.0000898740000002,0.5288826752,0.5291643143,0.5295119476,0.5295251083,0.5298133087,0.1140064716,1.000477295,,1.00102211,0.875838623,0.5114215469,0.5036373901000001,0.5085974503,0.5159622955,0.5206193161,0.5205806351,0.5663531494,0.5322710419,0.5318395615,0.5318101501,0.5307837677,0.5319750977000001,0.53255867,0.5327467346,0.5331602859,0.5333750153,0.533794632,0.5340943909,0.5118864822,0.49112651820000003,1.004379654,1.007908936,1.009120026,1.009515533,1.010427856,1.010671158,1.01081131,1.0109814449999999,1.01129509
